1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
