1 0.805085,0.0254237,0,0,0.00363196,0.00242131,0,0,0,0,0,0,0,0,0,0,0.027845,0.00726392,0,0,0.027845,0.0677966,0,0,0,0,0.00121065,0,0,0,0,0,0,0,0,0,0.00242131,0.0205811,0,0,0,0.00363196,0.00121065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363196,
1 0.818182,0.0159705,0,0,0.00859951,0.0012285,0,0,0,0,0,0,0,0,0,0,0.0233415,0.00859951,0,0,0.02457,0.0638821,0.0012285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012285,0.0208845,0,0,0,0.004914,0.002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012285,0,0,0,0,0.0036855,
1 0.575472,0.0175202,0,0,0.00134771,0.00404313,0,0,0,0,0,0,0,0,0,0,0.0256065,0.00134771,0,0,0.0390836,0.097035,0,0,0,0.00134771,0.00269542,0,0,0,0,0,0,0,0,0,0.00134771,0.0202156,0.00269542,0,0.00134771,0.0188679,0.0202156,0.00404313,0,0,0,0.00269542,0,0,0,0,0,0,0,0,0,0.00404313,0.00404313,0,0,0.00539084,0.00943396,0.140162,
1 0.823529,0.00352941,0,0,0.00117647,0.00235294,0,0,0,0,0,0,0,0,0,0,0.0305882,0.00352941,0,0,0.0141176,0.08,0.00117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235294,0.0317647,0,0,0,0.00117647,0.00117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352941,
1 0.261765,0.00735294,0,0,0,0.00588235,0,0,0,0,0,0,0,0,0,0,0.204412,0.00294118,0,0,0.107353,0.272059,0.00441176,0,0,0,0.00441176,0,0,0,0,0,0,0,0,0,0,0.0308824,0,0,0,0.0132353,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602941,
1 0.615487,0.00133511,0,0,0.00133511,0.00534045,0,0,0,0,0.00133511,0,0,0,0,0,0.0493992,0.00667557,0,0.00133511,0.0427236,0.0640854,0.00400534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00400534,0.0186916,0.00133511,0,0.00267023,0.00534045,0.0186916,0.00400534,0,0,0,0,0,0,0,0,0.00133511,0.00133511,0,0,0.00133511,0.00267023,0.00801068,0.00133511,0.00267023,0.00534045,0.00934579,0.118825,
1 0.603239,0.00269906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296896,0.00539811,0,0,0.0148448,0.048583,0.00134953,0,0,0.00134953,0.00269906,0,0,0,0,0,0,0,0,0,0.00404858,0.0364372,0.00269906,0,0.00539811,0.0242915,0.0418354,0.00809717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269906,0.00539811,0,0.00134953,0.00404858,0.0107962,0.14305,
1 0.325459,0.011811,0.00131234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892388,0.00656168,0.00131234,0,0.0577428,0.190289,0.015748,0.00131234,0,0,0.00393701,0,0,0,0,0,0.00131234,0,0,0,0.00787402,0.0419948,0.00524934,0,0.00131234,0.0170604,0.0761155,0.011811,0,0,0.00393701,0.00918635,0,0,0,0,0,0,0,0,0,0.00262467,0.0144357,0.00262467,0,0.00262467,0.00787402,0.0892388,
1 0.449883,0.002331,0,0,0,0.0011655,0,0,0,0,0,0,0,0,0,0,0.156177,0.00582751,0,0,0.0629371,0.107226,0.00932401,0,0,0,0.00699301,0,0,0,0,0,0,0,0,0,0.0011655,0.048951,0.004662,0,0,0.018648,0.0617716,0.00815851,0,0,0,0.0011655,0,0,0,0,0,0,0,0,0,0,0.0011655,0,0,0,0.0011655,0.0512821,
1 0.859825,0.00125156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250313,0.00500626,0,0,0.0175219,0.0738423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1 0.480716,0.00137741,0,0,0,0.00137741,0,0,0,0,0,0,0,0,0,0,0.0826446,0.00413223,0,0,0.0853994,0.187328,0.00275482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00275482,0.053719,0.00964187,0,0,0.0220386,0.0633609,0.00275482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211416,0,0,0,0,0,0,0,0,0,0,0.0105708,0,0,0,0.00634249,0.00845666,0,0,0,0,0.012685,0,0,0,0,0,0.103594,0,0,0,0.591966,0.00845666,0,0,0.0338266,0.0422833,0.00422833,0,0,0.0317125,0.0782241,0.0655391,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526,0,0,0,0,0,0,0,0,0,0,0,0.461059,0,0,0,0.168224,0.0249221,0,0,0.00311526,0.0249221,0.0373832,0,0.00311526,0.00623053,0.190031,0.0778816,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045977,0,0,0,0.00229885,0.00229885,0,0,0,0,0,0,0,0,0,0,0.0091954,0,0,0,0.00689655,0.0091954,0,0,0,0.00229885,0,0,0,0,0,0,0.14023,0,0,0,0.54023,0.0091954,0,0,0.0413793,0.0482759,0.0252874,0,0,0.016092,0.0988506,0.0436782,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527704,0,0,0,0.39314,0.00527704,0,0,0.0237467,0.0422164,0.00263852,0,0,0.0290237,0.184697,0.266491,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00251256,0,0,0,0,0.0100503,0,0,0,0,0,0,0,0,0,0,0.0201005,0,0,0,0.00753769,0.0125628,0,0,0,0.00251256,0,0,0,0,0,0,0.11809,0,0,0,0.321608,0.00502513,0,0,0.0276382,0.0552764,0.00753769,0,0.00251256,0.0527638,0.178392,0.175879,
1 0.00497512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995025,0,0,0,0.00248756,0,0,0,0,0,0,0,0,0,0,0,0.00497512,0,0,0,0.00746269,0.0273632,0,0,0,0,0,0,0,0,0,0,0.251244,0,0,0,0.303483,0.0248756,0,0,0.0248756,0.0323383,0.00497512,0,0,0.0174129,0.0771144,0.206468,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970874,0,0,0,0,0.00728155,0,0,0,0,0,0,0,0,0,0,0.0194175,0.00242718,0,0,0.0194175,0.0121359,0,0,0.00242718,0.00242718,0,0,0,0,0,0,0.194175,0,0,0,0.308252,0.00728155,0.00242718,0,0.0169903,0.038835,0.0194175,0.00728155,0,0.0194175,0.274272,0.0364078,
1 0.00493827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00493827,0,0,0,0.00740741,0.00493827,0,0,0,0,0,0,0,0,0,0,0.276543,0,0,0,0.316049,0.0123457,0,0,0.0148148,0.0518519,0,0,0,0.0271605,0.239506,0.0296296,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294985,0.00589971,0,0,0.00294985,0,0,0,0,0,0,0,0.309735,0,0,0,0.20649,0.0353982,0,0,0.0265487,0.0324484,0.00294985,0,0,0.0176991,0.0678466,0.274336,
1 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469136,0,0,0,0.37284,0.00987654,0,0,0.0123457,0.0518519,0.00493827,0,0.00246914,0.0345679,0.308642,0.153086,
1 0.00824742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309278,0,0,0,0,0.00618557,0,0,0,0,0,0,0,0,0,0,0.0247423,0,0,0,0.0309278,0.00206186,0,0,0,0,0,0,0,0,0,0,0.214433,0,0,0,0.352577,0.0268041,0,0,0.0185567,0.043299,0.014433,0,0.00206186,0.00206186,0.2,0.0226804,
1 0.00440529,0.0587372,0.348018,0.00146843,0,0.00293686,0.00587372,0,0,0,0,0,0,0,0,0,0,0.00146843,0,0,0.00146843,0.0264317,0.0146843,0.00440529,0,0,0,0.00146843,0,0,0,0,0,0,0,0,0,0.00146843,0.00293686,0,0,0,0.00293686,0.00293686,0,0,0,0.020558,0,0,0,0,0,0,0,0,0,0,0,0,0.00146843,0,0,0.496329,
1 0.0892857,0.0321429,0.0696429,0.126786,0.00178571,0.00178571,0,0.130357,0,0,0,0.00178571,0,0,0,0,0,0,0,0,0,0.0303571,0.0142857,0.0821429,0,0,0,0.0803571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0.103571,0,0,0,0.0767857,0,0,0,0,0,0,0,0,0,0,0,0.00178571,0,0,0.00178571,0.142857,
1 0.109402,0.0564103,0.0991453,0.0683761,0,0.0017094,0.0034188,0.251282,0,0,0,0.0034188,0,0,0,0,0,0.0017094,0,0,0,0.025641,0.0153846,0.0940171,0,0,0,0.0974359,0,0,0,0,0,0,0,0,0,0,0.0034188,0,0,0.0017094,0.017094,0.0837607,0,0,0,0.0188034,0,0,0,0,0,0,0,0,0,0,0.0017094,0,0,0,0,0.0461538,
1 0.0576577,0.0234234,0.0378378,0.0612613,0,0.0018018,0.0126126,0.230631,0,0,0,0.00540541,0,0,0,0,0,0.0018018,0,0,0,0.0108108,0.027027,0.0702703,0,0.0018018,0.00720721,0.14955,0,0,0,0,0,0,0,0,0,0.0018018,0.0018018,0,0,0.00540541,0.00900901,0.0972973,0,0,0,0.0486486,0,0,0,0,0,0,0,0,0,0,0.0018018,0.0036036,0,0,0,0.131532,
1 0.145133,0.0619469,0.100885,0.060177,0,0.00353982,0.0176991,0.19823,0,0,0,0.00707965,0,0,0,0,0,0,0,0,0,0.0176991,0.0106195,0.0424779,0,0,0.00353982,0.104425,0,0,0,0,0,0,0,0,0,0,0.00176991,0,0,0,0.0123894,0.099115,0,0,0,0.0318584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814159,
1 0.00761035,0.0365297,0.343988,0.0121766,0.00152207,0.00152207,0.00761035,0,0,0,0,0,0,0,0,0,0.00152207,0.00152207,0,0,0,0.0243531,0.0152207,0.00456621,0,0,0.00152207,0,0,0,0,0,0,0,0,0,0,0.00152207,0.00304414,0,0,0,0.00152207,0.00304414,0,0,0.00152207,0.0243531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00304414,0.502283,
1 0.0121131,0.0524899,0.378197,0,0,0.00538358,0.0013459,0.0013459,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0.00538358,0.0188425,0.013459,0.00269179,0,0,0,0,0,0,0,0,0.0013459,0,0,0,0,0,0,0,0,0,0.0013459,0.0161507,0,0,0,0.0672948,0,0,0,0,0,0,0,0,0,0.0013459,0.0013459,0.0013459,0,0,0,0.417227,
1 0,0.0120898,0.469775,0.195164,0,0.00690846,0.00518135,0.0759931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345423,0.0120898,0.0466321,0,0,0.00172712,0.0207254,0,0,0,0,0,0,0,0,0,0.00690846,0.00172712,0.00345423,0,0,0.00345423,0.029361,0,0,0,0.00345423,0,0,0,0,0,0,0,0,0,0,0,0.00345423,0,0,0,0.0673575,
1 0,0.00905797,0.585145,0.0978261,0,0.00362319,0.00362319,0.057971,0,0,0,0.00362319,0,0,0,0,0,0,0.00181159,0,0,0.0126812,0.0199275,0.0452899,0,0.00181159,0.00362319,0.0271739,0,0,0,0,0,0,0,0,0,0.00362319,0.00543478,0.00181159,0,0.00362319,0.00362319,0.0289855,0,0,0,0.00362319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076087,
1 0.0344288,0.0813772,0.0672926,0.115806,0,0.00625978,0.0187793,0.411581,0,0,0,0,0,0,0,0,0,0,0.00156495,0.00156495,0,0.0469484,0.0187793,0.0970266,0,0,0,0.0406886,0,0,0,0,0,0,0,0,0,0.00469484,0.00312989,0.00312989,0,0.00156495,0.0187793,0.0187793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312989,0,0,0,0.00469484,
1 0.144385,0.0445633,0.122995,0.151515,0,0.00356506,0.00178253,0.210339,0,0,0,0,0,0,0,0,0,0.00356506,0,0.00178253,0.00178253,0.00713012,0.00713012,0.128342,0,0,0,0.0606061,0,0,0,0,0,0,0,0,0,0,0,0.00356506,0,0,0.00356506,0.0463458,0,0,0,0.00713012,0,0,0,0,0,0,0,0,0,0,0,0.00534759,0,0,0,0.0445633,
1 0.0638298,0,0,0,0.106383,0.0265957,0,0,0.0531915,0,0,0,0,0,0,0,0,0,0,0,0.0159574,0.138298,0.0159574,0,0.0106383,0.037234,0.0319149,0,0,0,0,0,0,0,0,0,0,0.0106383,0,0,0.00531915,0.037234,0.117021,0.0265957,0,0,0.037234,0.0265957,0,0,0,0,0,0,0,0,0,0,0.0106383,0,0,0.00531915,0.0478723,0.175532,
1 0.0188679,0,0,0,0.0283019,0.00943396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679,0,0,0,0.0283019,0.00943396,0,0,0.0471698,0,0,0,0,0,0,0,0,0,0,0,0,0.0377358,0.00943396,0,0.0188679,0.0283019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188679,0.726415,
1 0.00534759,0,0,0,0.117647,0.0106952,0.00534759,0,0.026738,0,0.00534759,0,0,0,0,0,0,0,0,0,0,0.122995,0.0106952,0,0.0106952,0.0588235,0.0320856,0,0,0.0106952,0,0,0,0,0,0,0,0.0160428,0,0,0,0.0909091,0.15508,0.0106952,0,0,0.0213904,0.0213904,0,0,0,0,0,0,0,0,0,0,0.0106952,0,0,0,0.0588235,0.197861,
1 0.016,0,0,0,0.008,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.072,0.024,0,0,0,0,0,0,0,0,0,0.008,0,0.032,0,0,0.048,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.04,0.712,
1 0.0748663,0.00534759,0,0,0.0160428,0,0,0,0.0213904,0,0,0,0,0.00534759,0.00534759,0,0,0,0,0,0.0106952,0.0320856,0,0,0.026738,0.0374332,0.0374332,0,0,0.0213904,0.0213904,0,0,0,0,0,0,0,0,0,0,0.0160428,0.0481283,0,0,0.0374332,0.0855615,0.0481283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374332,0.411765,
1 0.0210526,0,0,0,0.147368,0.0368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263158,0.173684,0.0105263,0,0.00526316,0.0157895,0.0105263,0,0,0,0,0,0,0,0,0,0,0.00526316,0.00526316,0,0.00526316,0.0631579,0.115789,0.0157895,0,0.0105263,0.0157895,0.00526316,0,0,0,0,0,0,0,0,0,0,0.00526316,0,0,0.00526316,0.0210526,0.278947,
1 0.0784314,0,0,0,0.00653595,0.00653595,0,0,0.00653595,0,0,0,0,0,0,0,0,0,0,0,0,0.0457516,0,0,0.00653595,0.00653595,0,0,0.00653595,0.0653595,0,0,0,0,0,0,0,0.00653595,0,0,0,0,0.0326797,0,0,0.0130719,0.00653595,0.00653595,0,0,0,0,0,0,0,0,0,0,0.00653595,0,0,0.00653595,0.0196078,0.673203,
1 0.00793651,0,0,0,0.00793651,0.00793651,0.00793651,0,0.015873,0.0555556,0,0,0,0,0,0,0,0,0,0,0,0.00793651,0,0,0,0.0238095,0.0238095,0,0,0.00793651,0.00793651,0,0,0,0,0,0,0,0,0,0,0.00793651,0.00793651,0,0,0.00793651,0.0873016,0.0396825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238095,0.650794,
1 0.00632911,0.0126582,0,0,0.00632911,0.0126582,0,0,0.00632911,0.0316456,0,0,0,0,0.00632911,0,0,0,0,0,0,0,0.00632911,0,0,0.0379747,0.0253165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911,0.0632911,0.0126582,0.00632911,0.0126582,0.0632911,0.00632911,0,0,0,0,0,0,0,0,0,0,0,0,0.00632911,0.00632911,0.0253165,0.639241,
1 0,0,0,0,0.0519481,0,0.00649351,0,0.025974,0,0.00649351,0,0,0,0,0,0,0,0,0,0.00649351,0.012987,0,0,0.00649351,0.0519481,0.00649351,0,0,0.0584416,0.012987,0,0,0,0,0,0,0,0,0,0,0.025974,0.012987,0,0,0.0194805,0.0194805,0.00649351,0,0,0,0,0,0,0,0,0,0,0.00649351,0,0,0.00649351,0.0324675,0.623377,
1 0.03125,0,0,0,0.166667,0.0520833,0.00520833,0,0.0208333,0.00520833,0,0,0,0,0,0,0,0,0,0,0.046875,0.213542,0.0364583,0,0.00520833,0.03125,0.015625,0,0,0.00520833,0,0,0,0,0,0,0.00520833,0.0208333,0,0,0,0.0364583,0.109375,0.0260417,0.00520833,0.00520833,0.00520833,0.0104167,0,0,0,0,0,0,0,0,0,0,0,0.0104167,0,0.00520833,0.0104167,0.114583,
1 0.0388742,0.000139334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877804,0.000278668,0,0,0.0118434,0.00501602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505782,0.0639543,0.000139334,0,0.00501602,0.109795,0.00250801,0,0,0,0,0,0,0,0,0,0.000278668,0,0,0,0.00390135,0.36812,0.158005,0,0,0.0160234,0.153685,0.00306535,
1 0.00169895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190282,0.000339789,0,0,0.024125,0.00339789,0,0,0,0,0,0,0,0,0,0,0.000169895,0,0,0,0.0720353,0.0514781,0.000339789,0,0.00169895,0.0431532,0.000509684,0,0,0,0,0,0,0,0,0,0.000849473,0.00101937,0,0,0.00679579,0.335712,0.0815494,0,0.000169895,0.0946313,0.251104,0.0101937,
1 0.0253691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116096,0,0,0,0.0384119,0.0212126,0.000143328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121256,0.187616,0,0,0.0210692,0.305432,0.0035832,0,0,0,0,0,0,0,0,0,0,0.000143328,0,0,0.00429984,0.240218,0.0164827,0,0,0.00114662,0.00200659,0,
1 0.050189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216175,0.000302343,0,0,0.0433862,0.024641,0.000151172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394558,0.0445956,0.000302343,0,0.0111867,0.176115,0.0173847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256992,0.260015,0.152381,0,0,0.0266062,0.122751,0.00634921,
1 0.0116054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249692,0,0,0,0.0699842,0.00703359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137507,0.104625,0.00017584,0,0.0117813,0.155442,0.00105504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492351,0.454545,0.0075611,0,0,0.00140672,0.000703359,0.00668191,
1 0.0243531,0.00013837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264287,0,0,0,0.0809465,0.047876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113325,0.217379,0.00041511,0,0.00498132,0.323647,0.0118998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00041511,0.102671,0.0427563,0,0,0.00013837,0.00249066,0.00013837,
1 0.0410549,0.000271887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172648,0.00108755,0,0,0.0617183,0.0308592,0.000271887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10522,0.170881,0.000271887,0,0.00638934,0.310903,0.00788472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203915,0.191272,0.036025,0,0,0.00135943,0.0150897,0.000135943,
1 0.0107095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04334,0,0,0,0.0600736,0.00736278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980589,0.0659304,0.000167336,0,0.0108768,0.120817,0.000669344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00401606,0.458166,0.0332999,0,0,0.0507028,0.0291165,0.00669344,
1 0.0293269,0.000160256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.000480769,0,0,0.06875,0.00945513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831731,0.0887821,0,0,0.0134615,0.151122,0.00144231,0,0,0,0,0,0,0,0,0,0.000160256,0,0,0,0.00689103,0.473237,0.0115385,0.000320513,0.000320513,0.00304487,0.00224359,0.00608974,
1 0.0508723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192054,0.000439818,0,0,0.0436886,0.0134878,0,0,0,0,0,0,0,0,0,0,0.000146606,0,0,0,0.118898,0.178566,0,0,0.0130479,0.291306,0.00102624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024923,0.252309,0.0129013,0,0,0.000439818,0.00117285,0,
1 0.0332304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867519,0.000588149,0,0,0.0313189,0.0189678,0.000147037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131451,0.179532,0,0,0.0232319,0.295545,0.00147037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063226,0.251434,0.0149978,0,0,0.000882223,0.00220556,0,
1 0.0194444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333,0.00277778,0,0,0,0.00277778,0,0,0,0,0,0,0,0,0,0,0.0194444,0.0861111,0,0,0,0.0111111,0,0,0,0,0.00555556,0,0,0,0,0,0,0.272222,0.438889,0.0444444,0,0,0.0166667,0.0333333,0,0,0.00555556,0.00555556,0,0,0,0.00277778,
1 0.0392749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422961,0.00302115,0,0,0,0.00906344,0,0,0,0,0,0,0,0,0,0,0.0302115,0.021148,0,0,0,0.0181269,0,0,0,0,0,0,0,0,0,0,0.00302115,0.226586,0.350453,0.0513595,0,0.00302115,0.00302115,0.166163,0,0,0,0.0332326,0,0,0,0,
1 0.0780347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404624,0,0,0,0,0.00578035,0,0,0,0,0,0,0,0,0,0,0.0289017,0.0231214,0,0,0,0.0404624,0,0,0,0,0,0,0,0,0,0,0.00578035,0.216763,0.312139,0.0809249,0,0,0,0.15896,0,0,0,0.00867052,0,0,0,0,
1 0.0840841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540541,0.00600601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036036,0.027027,0,0,0,0.003003,0,0,0,0,0,0,0,0,0,0,0,0.159159,0.393393,0.114114,0,0,0.003003,0.12012,0,0,0,0,0,0,0,0,
1 0.0464481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327869,0.00819672,0,0,0,0.00546448,0,0,0,0,0,0,0,0,0,0,0.0327869,0.0191257,0.00546448,0,0,0.0245902,0.00273224,0,0,0,0.00273224,0,0,0,0,0,0.00546448,0.188525,0.311475,0.057377,0,0,0.010929,0.128415,0,0,0.00273224,0.0327869,0,0,0.00273224,0.079235,
1 0.0188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220126,0.0408805,0,0,0,0.0220126,0.00628931,0,0,0,0,0,0,0,0,0,0,0.207547,0.383648,0.0628931,0,0.00314465,0.0125786,0.125786,0,0,0.00943396,0.0220126,0,0,0,0.0408805,
